"","a","b"
"91",-1.88249655724592,-16.6507614415006
"92",-3.01588222820236,-17.4675611551682
"93",-3.14467590914614,-18.887148074253
"94",-2.4120523123805,-21.102951934196
"95",-3.0911076584399,-20.6296693204802
"96",-2.61592347017628,-20.7288977582469
"97",-4.07458131520005,-21.2874624512809
"98",-3.57707993734552,-21.0002975568006
"99",-4.43416162023701,-22.3729740341482
"100",-5.39355952246014,-22.208867090912
"101",-6.43185484227337,-21.5848247165818
"102",-5.39681801224594,-23.2172180945378
"103",-4.62761671725753,-22.2063956914259
"104",-4.0783580054552,-24.2545041654674
"105",-4.16202815296696,-24.8173008194008
"106",-2.39435362443234,-24.3018365504596
"107",-1.36092743840997,-24.9493532566654
"108",-0.331271285243153,-24.7210264695233
"109",-0.599790851589189,-26.6472169418084
"110",1.40089457952184,-27.1073812371804
"111",1.34271981550381,-26.1349777440612
"112",0.486562068647085,-26.0448567270777
"113",0.250628357770023,-26.1378290716415
"114",0.717339690065946,-26.5188154500595
"115",-0.662412747311609,-27.2351797431749
"116",1.37009975710253,-27.3147702230233
"117",0.0761658351877348,-28.2055679033892
"118",0.695068992073703,-27.4281963793693
"119",0.782394228830992,-27.9172122220568
"120",1.16493002490067,-27.1547889146313
"121",2.05374887707719,-27.6343779494485
"122",2.67017355520723,-26.4285983339029
"123",1.30000177636425,-26.1822127605964
"124",1.46308290875671,-27.3329144573744
"125",1.69060839292415,-26.7566004936216
"126",1.56573895424638,-27.0360399928056
"127",1.75121362332585,-29.3906077076027
"128",3.76535827544663,-31.2723688990013
"129",2.34104314291436,-30.773409893925
"130",1.45012592704048,-31.0472773755468
"131",2.01649933268466,-30.3544160680368
"132",3.03205098004707,-29.0954733933637
"133",1.96886926445735,-29.5919437963724
"134",2.5413608369748,-28.3181755489295
"135",1.25909966301189,-26.7159896399146
"136",1.50750439629006,-26.1164418836397
"137",1.99112153024218,-27.1293140185641
"138",2.95758180628349,-26.4245248585752
"139",1.47714448162285,-26.4418654911297
"140",1.66094743795252,-26.2659346071671
"141",0.650469992388022,-25.8494077136881
"142",1.24041430327226,-26.042599232613
"143",0.848050620776212,-27.5560490038549
"144",0.714139491699762,-28.4491657774778
"145",1.66015429325472,-29.0327810208558
"146",1.74140134457728,-29.7448954445405
"147",1.94800648906735,-28.1825941968449
"148",1.32754411727388,-27.6334287624634
"149",0.888169813963802,-26.8986082939495
"150",-0.519846841231477,-26.9984207786642
"151",-0.8486952654664,-25.9908338478208
"152",0.0714250712007296,-27.9036644278217
"153",1.25406998989123,-29.2340415115596
"154",-0.530985795074679,-27.5336428567343
"155",-1.52520636388785,-28.8081492335181
"156",-4.02431638637638,-28.768902687847
"157",-5.33771542565168,-28.5265421180744
"158",-5.20823157628313,-28.9946183643648
"159",-5.05779482840006,-28.0459575600541
"160",-4.15118224584136,-28.9622107569891
"161",-1.08271764717583,-29.4415541349787
"162",-1.71883726443105,-29.2307166456016
"163",-0.472556651550439,-29.7009624670986
"164",0.122226312795375,-30.3983361855271
"165",1.78874091143983,-30.180650599954
"166",3.17983933591857,-30.752191225863
"167",3.60043360438078,-31.6656392893808
"168",4.86098833628504,-32.0869399975923
"169",4.93231777487294,-31.7085335331428
"170",4.54978668009224,-31.4295310910724
"171",5.27714705120087,-32.0069361039135
"172",5.176633200709,-31.953056420501
"173",3.92793168629028,-32.0663014365636
"174",4.71859503366955,-33.5475567814873
"175",5.07854755608282,-35.3228699659276
"176",6.13720020035895,-36.4856770743152
"177",6.34604941668712,-34.9511860961964
"178",6.00505331715068,-35.9204040127918
"179",6.58089299012007,-35.2843024469477
"180",7.80859440701529,-35.6566835561926
"181",8.7883134960434,-35.3537030261464
"182",8.54030621391473,-34.3622121572221
"183",7.80355646214843,-34.3611803254711
"184",8.02572508979811,-34.2342981731326
"185",8.78495036694093,-34.1520034009514
"186",7.87174689036233,-34.1710586457392
"187",7.84987455884105,-34.3656308761932
"188",8.10764466368451,-33.7649290808048
"189",8.70916220254142,-32.8991175003084
"190",9.68408311312953,-33.0553153052336
"191",9.77738849896198,-32.6321364690001
"192",10.1748502328464,-32.822215862177
"193",11.2026059723557,-33.9091736753235
"194",11.1009968020483,-33.0272174751214
"195",11.9015214052163,-31.8795119468549
"196",11.9010620961059,-32.3688356437115
"197",11.8569556577398,-32.7458328063276
"198",11.7142348005096,-32.4535995591195
"199",9.78010749865618,-30.6777115763833
"200",10.6613657021221,-31.9330127005193
"201",9.05472724235142,-33.5669273928082
"202",9.25832537863824,-34.7228454944829
"203",9.29750299201276,-35.1966031831176
"204",9.86003993982602,-37.6207731200813
"205",9.22638912912584,-37.4864728936467
"206",9.83765943548303,-38.058767742461
"207",10.4546420148145,-37.0282388601972
"208",10.0560205103818,-35.8305629317395
"209",9.27044440730404,-37.9997786106688
"210",9.44632022862583,-37.347332637448
"211",10.398986661007,-35.7924268060193
"212",11.2912010060987,-35.9901024273689
"213",12.6395451891315,-37.0164669096081
"214",11.5267605843555,-36.7536313023451
"215",12.2081007901566,-35.6788645896448
"216",13.3352488506541,-34.3030168742918
"217",13.4588273572732,-35.7461250725889
"218",14.5184382240543,-35.8050956903204
"219",13.656434755418,-34.7028699941872
"220",12.9922603311936,-34.4767887892782
"221",12.1590979624781,-35.0012743850669
"222",11.5949010998196,-34.4480079258366
"223",13.3493822798923,-36.5002990701532
"224",13.9963769700559,-36.9514796103939
"225",13.4405518463677,-36.1859890694421
"226",13.9506630780366,-37.2434794254687
"227",14.9867555939398,-37.4741390983782
"228",13.6206103110835,-37.3724094402023
"229",16.3664424597953,-38.1197268219332
"230",15.5547002797142,-39.2628748801674
"231",15.3440536894175,-38.3785283563941
"232",15.1552026555779,-38.1657551108682
"233",12.3354156184318,-37.7225559957004
"234",11.9254480309868,-37.9998809474961
"235",13.5050083133991,-36.9576538961287
"236",12.7594486592454,-36.1911076816491
"237",12.0123090572482,-35.2988254907068
"238",11.6873812448388,-34.5116270473697
"239",9.59323081063249,-33.4454352657048
"240",10.264046124093,-33.7728474626993
"241",9.31235937096087,-32.4535017855701
"242",10.8102060633117,-32.3458203719338
"243",10.6157597165623,-31.9852709644581
"244",9.05797089444792,-31.4622938610237
"245",8.62905716399867,-31.0752878934132
"246",9.16311958166436,-32.6480500326954
"247",7.0190718039209,-34.1299223514207
"248",7.41894648292649,-34.5407676611376
"249",7.84122294879597,-35.6927121440119
"250",9.87053279443313,-35.789981931514
"251",10.3771210182427,-35.5931936846466
"252",9.94412224893566,-34.1462287595434
"253",10.2068579216805,-35.0085508299751
"254",8.95997485208346,-34.8560893624632
"255",9.68318138887369,-35.5452504503471
"256",9.16503649755059,-36.7028198968779
"257",9.39184915957498,-37.2064977109292
"258",8.9024263274215,-36.5743049569854
"259",7.60710194328756,-36.3277673882931
"260",8.4533195807574,-38.3742005960678
"261",9.02870852189688,-37.4967745796064
"262",9.79948517459858,-38.039641557863
"263",8.47040580099488,-39.5311041437605
"264",9.21781694468034,-38.9574795793552
"265",9.66247687828335,-38.0845789482108
"266",10.9607214385739,-37.4951015672005
"267",10.7104300718121,-35.656850744697
"268",11.1830213877191,-35.0993371234071
"269",10.3398657793781,-35.7078684942566
"270",11.2824757154371,-37.7127432556425
"271",9.08504959741673,-37.6863342197844
"272",8.17621748645578,-37.3014703698814
"273",7.58556294848707,-36.5304538549881
"274",9.25158246957836,-35.2730986010773
"275",10.8456555243072,-36.9495925167488
"276",11.1044816348018,-38.5098970378477
"277",10.9808274721181,-37.532195169123
"278",10.4766223506669,-37.5921565497993
"279",9.53282711507251,-37.2055510761332
"280",7.77401997066786,-36.5092203421006
"281",8.0359001707868,-35.8706145236835
"282",7.71105639372797,-36.6027169348843
"283",7.86831024957682,-36.7656966364096
"284",9.51962786203383,-37.1325316951444
"285",10.4981172494656,-37.6112664959901
"286",11.3423098885548,-39.3531345218117
"287",10.2890661647136,-38.890839447517
"288",9.89958173694399,-37.6944303291992
"289",9.71757604953032,-36.2585849828845
"290",8.57682043875753,-34.3651623028795
"291",8.61799655708421,-34.9311278904485
"292",7.83218423062342,-35.2847670058891
"293",8.57667849238653,-36.5720886289659
"294",7.81456707352148,-34.303257780809
"295",9.08199418039929,-35.1182801671473
"296",7.94657027517083,-35.1407885029633
"297",8.99510372526696,-34.7845773715603
"298",8.92881795981986,-35.7687196655966
"299",8.89925249995327,-36.6929622768315
"300",9.45782841878678,-37.5708908724709
"301",9.9232675366619,-36.8583680571216
"302",10.9766067840826,-36.7418305849196
"303",12.1583105646839,-35.9161084581678
"304",10.5352666067551,-38.8021056389734
"305",11.1257449630856,-37.4134801349542
"306",11.47899020718,-37.6436441232973
"307",9.55201389448229,-37.3522148729273
"308",10.8789660949468,-36.3750571034689
"309",11.7632281042947,-36.5225225221569
"310",12.4418667302834,-35.7281499559358
"311",11.8161117242939,-36.0536177661938
"312",13.0646520583448,-35.6329730708012
"313",11.8273019776276,-37.0348893592041
"314",11.7562929684013,-37.3137920784024
"315",12.7520682775294,-36.4974950779762
"316",12.340253511062,-35.3495820235945
"317",12.6778524793225,-33.6807264446665
"318",13.4888159072082,-34.9006077975208
"319",14.9172173901714,-35.6333180832673
"320",13.8332345097833,-36.7355366848834
"321",13.9464435368451,-36.8284644101472
"322",12.9934703444394,-36.5697556060486
"323",12.678745723583,-36.5013725827015
"324",12.783243638258,-36.8115328495446
"325",11.8599455987612,-36.6402114453488
"326",11.3658109899375,-35.5113037607593
"327",13.2227240943352,-35.2200694532997
"328",13.6270882365056,-34.5605832075977
"329",14.2846596128301,-34.6411662126123
"330",14.925322119219,-34.2649843409773
"331",14.2531269602408,-33.1666780685624
"332",14.0603109534773,-34.9637263840965
"333",14.4753096946497,-34.444864424158
"334",14.5577981863363,-33.9323323442533
"335",16.5950481855556,-33.9814919597186
"336",15.4470578423253,-33.8500160254988
"337",13.4966487572596,-33.4574548080659
"338",13.2502813278608,-34.9177786390859
"339",13.1867553106172,-34.4835676660072
"340",13.0857660147257,-33.5169736668598
"341",12.0902695330797,-34.1780777303864
"342",12.8145741569555,-33.5966628233936
"343",13.855871481385,-33.1847801633243
"344",14.3168128649262,-33.3829548976523
"345",13.5613681932741,-32.2447109650961
"346",14.3636476420943,-32.4588459880761
"347",14.8801912486139,-34.2185224738301
"348",14.786757706688,-34.4698747769094
"349",14.9468576891082,-34.305010058413
"350",14.7475584253855,-35.4384984019494
"351",12.477227066376,-34.7903042085075
"352",12.317826548852,-36.1661204879057
"353",12.8514020281134,-34.3212196710277
"354",12.240465249791,-35.643264118113
"355",10.8167578623318,-33.4016007498272
"356",13.3648421530751,-32.0966072586953
"357",13.2851357865314,-31.5054963730575
"358",14.7127151904901,-33.5358622759141
"359",14.9173226932293,-32.9779806209789
"360",15.3304054978252,-32.6798060205058
"361",15.5125616279758,-33.4029822616083
"362",16.0931076150797,-33.4190486926695
"363",16.0580586246763,-33.6794104175629
"364",15.242643285192,-34.4830535820692
"365",15.2752304297099,-35.808484309844
"366",15.8077810296642,-36.6584003132278
"367",13.9779271818023,-36.5625729158191
"368",13.5338954842298,-36.8689078070778
"369",16.0518752590945,-35.3388206425338
"370",16.1996960280518,-34.9175891529138
"371",15.9195717174439,-34.1027675335695
"372",16.795221942856,-34.8613258661558
"373",16.759656200723,-35.731627222764
"374",16.3100053627862,-36.2740190300541
"375",16.8791826670108,-36.0952754900888
"376",16.2754664507329,-35.4637773505477
"377",16.6293958688724,-35.5542896358211
"378",16.4762513788813,-35.8679557497944
"379",16.681596645456,-34.9821568769875
"380",17.5270705885779,-34.5685925781968
"381",16.5386387140558,-33.4527383203411
"382",15.6429802856626,-33.2289483110029
"383",16.5582071020471,-33.666582081005
"384",16.8074026730599,-36.0666903447021
"385",16.157221921675,-35.3006295623308
"386",15.0903499345189,-34.4004562578026
"387",15.0349482348362,-33.9144116991803
"388",15.2673503790405,-35.0675046095018
"389",15.9747741872481,-33.5335839500317
"390",15.5318130931745,-32.2564216427347
"391",14.67340703899,-31.4765933376203
"392",14.2966714699875,-30.2464838021768
"393",14.7879311279029,-30.2269033334481
"394",14.4145610981924,-28.6585038247952
"395",12.8895474855964,-29.9941981138883
"396",14.0370261262079,-30.5050244273816
"397",14.1429519446887,-31.0419853926069
"398",13.601401806625,-31.7241285704549
"399",13.7117353809841,-32.7393607005859
"400",13.0995797121427,-33.3769590707592
"401",12.7060814704958,-34.2984395122516
"402",14.8797849607538,-33.0789970117041
"403",15.8129387483249,-33.4705307271136
"404",14.730911364724,-33.3228052866321
"405",13.4739264947576,-33.5279988524287
"406",13.4126426897552,-34.2505197882993
"407",12.7788703844124,-34.6741548160204
"408",12.0500537799103,-34.1291920734538
"409",12.2674049201098,-34.7985675256184
"410",10.7573306398462,-35.0784800474128
"411",9.85113847147123,-34.6832729075021
"412",10.1190996597609,-34.8371028923314
"413",10.4769940351511,-35.3392952701209
"414",9.79646421426946,-35.6352731680564
"415",9.48179963037939,-35.5213219519904
"416",8.70233724618499,-37.7719547225638
"417",8.4957306466543,-36.5294945602991
"418",9.04655848912624,-38.7507104249071
"419",9.66287061560718,-39.0549581078471
"420",8.69796047980872,-39.970825973761
"421",10.6227373636589,-39.0260081438376
"422",9.3168175637265,-37.7983709637295
"423",8.61715132148432,-37.9233896412876
"424",6.81502537094747,-37.4159922455607
"425",8.49219044144364,-37.3975906330895
"426",9.0315040637836,-36.014314546201
"427",8.89271150139586,-36.1798343349126
"428",9.86434067446271,-35.8427759277127
"429",10.7112337008168,-35.8900923518389
"430",11.1511623954435,-36.3762214161132
"431",11.1750997925276,-36.9494162635772
"432",10.4765442486563,-36.0206609740727
"433",9.70731867212842,-36.2205255693789
"434",10.2820043294674,-34.0009326074372
"435",11.6702152098993,-34.2814199230079
"436",10.8868636947333,-33.7975696658243
"437",11.7987087933627,-33.7126959882421
"438",11.1547628137663,-34.622123513104
"439",12.3252432277039,-34.8088168976664
"440",13.851525237294,-34.2329311897422
"441",13.7894473632862,-33.690614598303
"442",15.4822492225534,-33.0568322191949
"443",15.2174054280955,-34.4825284085273
"444",15.1726833089805,-33.3801839137629
"445",14.5936033733473,-34.3865154700958
"446",14.325407727805,-33.9584475375759
"447",15.7036617341692,-33.2377554245822
"448",15.7660488773497,-32.6202365945466
"449",14.6776074114965,-31.8099738810749
"450",15.5566037655595,-31.8861499625854
"451",14.5993856794846,-32.5592977810111
"452",13.9964110061062,-32.1901434057698
"453",13.7313116248883,-31.2488185202269
"454",12.2697652004156,-30.9371391341905
"455",12.5100470953872,-32.56641148994
"456",12.5566536036255,-33.335496623068
"457",13.402713789342,-34.3658586709029
"458",13.7068825131146,-36.5387845102015
"459",13.8971392747876,-35.699253418041
"460",14.2758243444732,-34.3449647352528
"461",13.5464179162193,-33.7036183833992
"462",12.9335510993163,-33.2775572607493
"463",13.3152270237134,-34.7289327030499
"464",12.3584924061523,-33.6702739367534
"465",12.6084573949179,-34.4115688926446
"466",11.7044842961659,-35.2566165861645
"467",11.0118761327652,-32.9407700863262
"468",12.1724606420026,-33.437971215214
"469",11.3485561154829,-33.8075416452466
"470",10.6397676004095,-34.6343784431035
"471",11.601985223332,-33.3821442044578
"472",11.1642172827905,-32.7019360719069
"473",9.94117668203576,-33.0626770965913
"474",9.18870886000105,-31.8151376503614
"475",8.63836187836714,-32.1644867925564
"476",9.8527957010964,-31.6560519929886
"477",9.8911982945561,-30.973451754547
"478",10.3447448455867,-28.5988097830789
"479",9.68809462788091,-29.9483758869258
"480",10.4955726843682,-30.5300961517681
"481",10.9446753382126,-29.4987790525603
"482",11.3654782473176,-31.6456462960481
"483",11.9147091116992,-31.7751163055433
"484",11.3664578493475,-30.890834673087
"485",11.0867462449225,-30.2010222477881
"486",10.8804645024926,-29.7109297618722
"487",10.6290626597355,-28.8792433690994
"488",10.1649183163517,-27.8424827353662
"489",9.38865640179412,-27.857112746033
"490",9.25009848231826,-27.3015506727913
"491",10.6128142519651,-27.2086720164014
"492",9.87293771443751,-26.8797509064274
"493",11.4498204765934,-26.8007403910294
"494",11.8273408328955,-26.0430437212291
"495",11.9478432284357,-23.7241479322107
"496",12.1309825988126,-23.1110547167096
"497",12.949518128695,-22.1063448703423
"498",14.1502844123265,-22.9414139410063
"499",16.3032479895298,-23.1433766164769
"500",16.7461341127992,-23.5609550631921
"501",16.9989404352178,-23.5170074311918
"502",16.3317871809985,-25.6926070730975
"503",15.7454915431285,-26.4147258693188
"504",15.7773210602121,-25.8978999910716
"505",15.2198784575781,-24.9133461582056
"506",15.3054756496011,-24.4007301589374
"507",15.7109628098743,-24.6788828781588
"508",15.6109414049568,-24.9911453416564
"509",14.562729526469,-25.6584056161946
"510",15.2020684485221,-24.2147075845304
"511",15.4025320290338,-25.0422951989166
"512",17.3777195796334,-25.7034092890722
"513",17.9035273604188,-26.0270620002024
"514",16.3770725184567,-25.2578536866749
"515",17.7474316573302,-26.2356839009793
"516",17.1254350246036,-26.1328574931349
"517",17.8613033686319,-24.2822963284674
"518",16.6695718623266,-24.0427674259098
"519",15.9815025077901,-24.5559654599089
"520",15.9085932636273,-26.1833208576485
"521",16.2817337735105,-25.8554967787688
"522",18.1316895448394,-24.884159564881
"523",16.808322062486,-25.7483811272292
"524",16.4397830415078,-26.4786180844117
"525",16.0734438033475,-26.2750727530742
"526",16.6379396952534,-27.4166828096577
"527",15.9924812792066,-26.5027043400206
"528",16.6834547668897,-26.4779876799381
"529",15.1108998496013,-25.9141601775945
"530",17.3589187836358,-26.2217792294006
"531",17.0516614094187,-25.5973146962591
"532",16.9800984645871,-24.5327186515025
"533",17.1625804831153,-23.5885126661919
"534",16.2892202236244,-24.6930666840375
"535",16.407141515262,-24.4373741844378
"536",17.769858071371,-24.4274764003782
"537",18.0442966074134,-24.4516869247995
"538",18.5910157828284,-25.0861293803663
"539",17.2969638044494,-24.8270121408493
"540",17.0774976898066,-26.2806062547159
"541",16.0504244092967,-27.04564987334
"542",16.5525747136163,-27.8741315270373
"543",16.9738421613387,-28.4930343931488
"544",17.4012016966912,-28.6616438020365
"545",16.858605035916,-29.6058418024319
"546",16.9163622105059,-29.6546951824911
"547",16.0405312483751,-28.7659703664384
"548",16.1936566632995,-27.5784570949365
"549",16.9440741329013,-27.9496142237298
"550",16.0880850997438,-29.3961097986071
"551",17.5706845454541,-30.2100895872083
"552",17.8278006998623,-28.9872605668282
"553",17.8993814900382,-29.3331326732613
"554",18.4412864565221,-29.3269567737934
"555",18.8433458183183,-30.2956724228061
"556",18.631193635814,-30.3795635072168
"557",18.7274128151569,-29.8991118289015
"558",17.8010644891668,-30.3282344593109
"559",16.7172001163337,-30.2172632700434
"560",16.6168243412218,-29.3653444893839
"561",17.4815372483116,-31.685449182606
"562",17.4087686535473,-30.5288324047451
"563",17.6655363568522,-28.7982942760028
"564",16.6989495558528,-30.481766103198
"565",17.5425454560385,-30.460401740735
"566",19.7826976611687,-29.3347344164191
"567",18.8763066256542,-29.7138787157344
"568",19.5659958324126,-29.8577561085513
"569",19.6476471068993,-28.9608011817275
"570",20.4581513021482,-28.7826378432159
"571",20.7369391958195,-30.3600776685295
"572",19.672688869043,-32.2704051779694
"573",20.2098210908259,-32.5228738413877
"574",21.6125701402346,-31.8507660603063
"575",23.0511890435658,-30.7001982926235
"576",23.4308752889858,-30.2832395848269
"577",21.5974529535235,-30.4847369886836
"578",21.932307981913,-29.9944191844052
"579",20.1290832283761,-30.9572242300407
"580",20.378816980179,-32.5361261737607
"581",20.4656449057017,-32.2015518154665
"582",21.7765316367888,-33.0092111062194
"583",23.5249703175318,-34.1482735046477
"584",24.9969955320359,-34.287720411467
"585",25.8519486633454,-35.1718875281071
"586",27.0763821243092,-32.5765899261525
"587",24.4081429915627,-32.6049763734608
"588",24.6565935457325,-32.4616798527954
"589",24.1757065894034,-31.4554346286493
"590",23.164274945157,-31.306720327829
"591",24.3197650813046,-32.2669620946481
"592",25.2874822317336,-33.4823432448725
"593",25.7084032702619,-33.8908537021605
"594",24.0635801515414,-33.7656226465802
"595",22.9990697892584,-35.4065685718798
"596",23.2567717795697,-34.9539218053481
"597",23.652036181436,-34.1657827135114
"598",24.6913430487618,-35.041984296739
"599",25.5037200794798,-34.2171633321183
"600",26.544784974872,-34.1323861214543
"601",27.2228198917812,-33.0258014352453
"602",25.8529635809077,-32.2704061964788
"603",24.4570651982517,-31.7433777253867
"604",25.2414779475604,-34.6120091860671
"605",23.685397244679,-33.9260421711562
"606",23.2106253165394,-36.4513241685248
"607",24.2755807599403,-36.7142573492553
"608",25.7674158461509,-37.4128456998743
"609",24.9514705375737,-36.1740018148661
"610",25.8904293542465,-36.1212961534537
"611",27.6426479221487,-38.3430255485969
"612",26.6203094919882,-40.5072540669436
"613",24.5214600435348,-38.8971718136279
"614",24.19238541211,-39.1043924981663
"615",24.5713653789255,-39.5056181940832
"616",25.3250912832181,-39.0675943304574
"617",26.2190782449259,-39.0880101966472
"618",25.3284419010492,-40.038557046295
"619",26.7567079066171,-39.5157547978042
"620",24.7039224033323,-40.5818357634675
"621",23.7592350862224,-41.5833737797014
"622",25.0701213944472,-41.8331337594728
"623",24.4493375105738,-41.6386780806419
"624",24.4569817535979,-41.5413634808253
"625",24.6590187618988,-42.2610314926129
"626",24.6548462346775,-42.7045252317955
"627",23.5290639947305,-42.0709181232512
"628",25.7513200682582,-42.5640571413331
"629",25.5425264258528,-42.6679219847215
"630",25.2415740068924,-43.2728294432103
"631",23.6811555015099,-43.0109093823025
"632",23.2440684943132,-42.4789082151454
"633",21.8347403331499,-42.9969236011497
"634",19.8787891392112,-43.4489319724626
"635",21.0789405160222,-43.4591641010257
"636",20.8710321313104,-42.8017251703502
"637",20.2494867084433,-41.6375756541945
"638",20.1706100956365,-41.1813860701401
"639",21.3684641965492,-40.5570673276744
"640",20.0065415888993,-40.2125468108638
"641",20.1964536103272,-39.6565854277825
"642",19.9097806279439,-39.7100473077188
"643",19.4052994701719,-39.7394081303321
"644",20.6413241477937,-41.0857943136078
"645",21.2198163774469,-41.0758660295259
"646",19.8688814849908,-39.8748454118834
"647",20.0873668874239,-39.3311730506066
"648",19.3383674373815,-38.4058631629977
"649",21.2601032213031,-37.0907074943639
"650",21.4887163527671,-37.0774423649589
"651",24.3747026320047,-36.8991838692618
"652",24.7598061869332,-36.593931974212
"653",26.3787551591876,-37.4088286469949
"654",25.7887936470095,-36.9487718626534
"655",25.933585433371,-36.9818520452284
"656",26.3569188125944,-35.124706682498
"657",25.6506885735189,-35.8633650230373
"658",25.595611884907,-35.8694776740656
"659",25.1221031314906,-35.6258301406589
"660",26.82244797658,-34.877500560024
"661",27.5806968158951,-33.0124588892486
"662",28.2432666202777,-33.6121004564913
"663",28.1932212599381,-34.0662343340124
"664",28.2790865134928,-35.4302396451021
"665",27.0703608945161,-35.6300575666793
"666",27.937062322963,-36.9648424783604
"667",28.2023132911052,-37.3070342342893
"668",27.0033231272842,-37.8624714470885
"669",24.8240865476046,-38.4351257286319
"670",26.8828571658708,-38.9547040485668
"671",28.2730422895708,-37.9480145413718
"672",29.6194631258918,-38.3286937965086
"673",28.5241180310125,-37.6218301125156
"674",27.252755046486,-39.5654295035795
"675",29.3029443602308,-39.4421386627869
"676",27.8690576099843,-39.5069573921532
"677",26.6510592914454,-40.18848543326
"678",24.5602983704151,-40.8493551670133
"679",26.4156877608666,-40.4012150817429
"680",25.5269156059337,-41.1717892425048
"681",24.8356261789526,-39.4704499822659
"682",24.9015346690447,-38.7767489423498
"683",25.8785051937045,-38.2346947899263
"684",26.5994336695471,-39.061033095948
"685",25.6933964316863,-38.5632403505116
"686",24.1973219187508,-37.7151330440317
"687",24.8951897152202,-38.110144969059
"688",24.7750956006415,-37.8596437734852
"689",24.2848387316736,-37.4482664952592
"690",23.2184526638318,-37.5466265808417
"691",23.5647492668255,-38.0872339245488
"692",24.1322012029862,-37.9283449482588
"693",23.0944244976569,-36.5895933231125
"694",23.6497547545821,-38.5056531711189
"695",24.0139205418664,-38.1384895662199
"696",23.8805079663004,-38.2846163954792
"697",24.229808607347,-37.8696825837073
"698",24.0517245941597,-38.759163391589
"699",23.9927818991094,-37.8221908402469
"700",24.8846136312834,-39.9103063970988
