"","Index","a","b"
"58",2000-02-27,-1.11161316757928,-10.6490738570208
"59",2000-02-28,-2.66055737658912,-11.760419692809
"60",2000-02-29,-1.42506664407843,-12.8187826728956
"61",2000-03-01,-1.25482020944186,-11.6827574573678
"62",2000-03-02,-3.37833155984028,-11.6359401171853
"63",2000-03-03,-2.78873745766477,-13.0542934998502
"64",2000-03-04,-2.71799702177349,-13.8907091669728
"65",2000-03-05,-3.83217356592728,-12.9620166824887
"66",2000-03-06,-2.84034191697581,-13.4418450933921
"67",2000-03-07,-4.04467479326262,-14.2910142870087
"68",2000-03-08,-3.6210374293808,-14.6935221615707
"69",2000-03-09,-1.84582971832987,-14.6082668281685
"70",2000-03-10,0.205000314197292,-15.0214260994745
"71",2000-03-11,-0.421762310494732,-17.0066296825561
"72",2000-03-12,-1.32526007287612,-17.4266345117473
"73",2000-03-13,-1.7321123625908,-15.7323877321438
"74",2000-03-14,-1.02324892738947,-16.1293526254709
"75",2000-03-15,0.278979234223868,-16.059406157102
"76",2000-03-16,0.495671064589164,-15.3006800196916
"77",2000-03-17,1.11613210914262,-15.1902515258633
"78",2000-03-18,0.720265294301148,-14.8082824767768
"79",2000-03-19,1.64390993766037,-15.2078472132188
"80",2000-03-20,0.352508526669094,-15.8856753986739
"81",2000-03-21,0.249579269003183,-15.817277829949
"82",2000-03-22,-1.59312255067839,-17.1956541529063
"83",2000-03-23,-1.5774900605895,-17.2470101542538
"84",2000-03-24,-1.57685415594968,-16.1969249094264
"85",2000-03-25,-2.99670958049206,-15.8426848990377
"86",2000-03-26,-3.78163892464677,-15.5508827004999
"87",2000-03-27,-4.67772937689475,-15.2759167631055
"88",2000-03-28,-4.02765254974867,-15.59551628528
"89",2000-03-29,-4.24128502235551,-15.9464897062978
"90",2000-03-30,-3.73595882717818,-17.2705502303706
"91",2000-03-31,-1.88249655724592,-16.6507614415006
"92",2000-04-01,-3.01588222820236,-17.4675611551682
"93",2000-04-02,-3.14467590914614,-18.887148074253
"94",2000-04-03,-2.4120523123805,-21.102951934196
"95",2000-04-04,-3.0911076584399,-20.6296693204802
"96",2000-04-05,-2.61592347017628,-20.7288977582469
"97",2000-04-06,-4.07458131520005,-21.2874624512809
"98",2000-04-07,-3.57707993734552,-21.0002975568006
"99",2000-04-08,-4.43416162023701,-22.3729740341482
"100",2000-04-09,-5.39355952246014,-22.208867090912
"101",2000-04-10,-6.43185484227337,-21.5848247165818
"102",2000-04-11,-5.39681801224594,-23.2172180945378
"103",2000-04-12,-4.62761671725753,-22.2063956914259
"104",2000-04-13,-4.0783580054552,-24.2545041654674
"105",2000-04-14,-4.16202815296696,-24.8173008194008
"106",2000-04-15,-2.39435362443234,-24.3018365504596
"107",2000-04-16,-1.36092743840997,-24.9493532566654
"108",2000-04-17,-0.331271285243153,-24.7210264695233
"109",2000-04-18,-0.599790851589189,-26.6472169418084
"110",2000-04-19,1.40089457952184,-27.1073812371804
"111",2000-04-20,1.34271981550381,-26.1349777440612
"112",2000-04-21,0.486562068647085,-26.0448567270777
"113",2000-04-22,0.250628357770023,-26.1378290716415
"114",2000-04-23,0.717339690065946,-26.5188154500595
"115",2000-04-24,-0.662412747311609,-27.2351797431749
"116",2000-04-25,1.37009975710253,-27.3147702230233
"117",2000-04-26,0.0761658351877348,-28.2055679033892
"118",2000-04-27,0.695068992073703,-27.4281963793693
"119",2000-04-28,0.782394228830992,-27.9172122220568
"120",2000-04-29,1.16493002490067,-27.1547889146313
"121",2000-04-30,2.05374887707719,-27.6343779494485
"122",2000-05-01,2.67017355520723,-26.4285983339029
"123",2000-05-02,1.30000177636425,-26.1822127605964
"124",2000-05-03,1.46308290875671,-27.3329144573744
"125",2000-05-04,1.69060839292415,-26.7566004936216
"126",2000-05-05,1.56573895424638,-27.0360399928056
"127",2000-05-06,1.75121362332585,-29.3906077076027
"128",2000-05-07,3.76535827544663,-31.2723688990013
"129",2000-05-08,2.34104314291436,-30.773409893925
"130",2000-05-09,1.45012592704048,-31.0472773755468
"131",2000-05-10,2.01649933268466,-30.3544160680368
"132",2000-05-11,3.03205098004707,-29.0954733933637
"133",2000-05-12,1.96886926445735,-29.5919437963724
"134",2000-05-13,2.5413608369748,-28.3181755489295
"135",2000-05-14,1.25909966301189,-26.7159896399146
"136",2000-05-15,1.50750439629006,-26.1164418836397
"137",2000-05-16,1.99112153024218,-27.1293140185641
"138",2000-05-17,2.95758180628349,-26.4245248585752
"139",2000-05-18,1.47714448162285,-26.4418654911297
"140",2000-05-19,1.66094743795252,-26.2659346071671
"141",2000-05-20,0.650469992388022,-25.8494077136881
"142",2000-05-21,1.24041430327226,-26.042599232613
"143",2000-05-22,0.848050620776212,-27.5560490038549
"144",2000-05-23,0.714139491699762,-28.4491657774778
"145",2000-05-24,1.66015429325472,-29.0327810208558
"146",2000-05-25,1.74140134457728,-29.7448954445405
"147",2000-05-26,1.94800648906735,-28.1825941968449
"148",2000-05-27,1.32754411727388,-27.6334287624634
"149",2000-05-28,0.888169813963802,-26.8986082939495
"150",2000-05-29,-0.519846841231477,-26.9984207786642
"151",2000-05-30,-0.8486952654664,-25.9908338478208
"152",2000-05-31,0.0714250712007296,-27.9036644278217
"153",2000-06-01,1.25406998989123,-29.2340415115596
"154",2000-06-02,-0.530985795074679,-27.5336428567343
"155",2000-06-03,-1.52520636388785,-28.8081492335181
"156",2000-06-04,-4.02431638637638,-28.768902687847
"157",2000-06-05,-5.33771542565168,-28.5265421180744
"158",2000-06-06,-5.20823157628313,-28.9946183643648
"159",2000-06-07,-5.05779482840006,-28.0459575600541
"160",2000-06-08,-4.15118224584136,-28.9622107569891
"161",2000-06-09,-1.08271764717583,-29.4415541349787
"162",2000-06-10,-1.71883726443105,-29.2307166456016
"163",2000-06-11,-0.472556651550439,-29.7009624670986
"164",2000-06-12,0.122226312795375,-30.3983361855271
"165",2000-06-13,1.78874091143983,-30.180650599954
"166",2000-06-14,3.17983933591857,-30.752191225863
"167",2000-06-15,3.60043360438078,-31.6656392893808
"168",2000-06-16,4.86098833628504,-32.0869399975923
"169",2000-06-17,4.93231777487294,-31.7085335331428
"170",2000-06-18,4.54978668009224,-31.4295310910724
"171",2000-06-19,5.27714705120087,-32.0069361039135
"172",2000-06-20,5.176633200709,-31.953056420501
"173",2000-06-21,3.92793168629028,-32.0663014365636
"174",2000-06-22,4.71859503366955,-33.5475567814873
"175",2000-06-23,5.07854755608282,-35.3228699659276
"176",2000-06-24,6.13720020035895,-36.4856770743152
"177",2000-06-25,6.34604941668712,-34.9511860961964
"178",2000-06-26,6.00505331715068,-35.9204040127918
"179",2000-06-27,6.58089299012007,-35.2843024469477
"180",2000-06-28,7.80859440701529,-35.6566835561926
"181",2000-06-29,8.7883134960434,-35.3537030261464
"182",2000-06-30,8.54030621391473,-34.3622121572221
"183",2000-07-01,7.80355646214843,-34.3611803254711
"184",2000-07-02,8.02572508979811,-34.2342981731326
"185",2000-07-03,8.78495036694093,-34.1520034009514
"186",2000-07-04,7.87174689036233,-34.1710586457392
"187",2000-07-05,7.84987455884105,-34.3656308761932
"188",2000-07-06,8.10764466368451,-33.7649290808048
"189",2000-07-07,8.70916220254142,-32.8991175003084
"190",2000-07-08,9.68408311312953,-33.0553153052336
"191",2000-07-09,9.77738849896198,-32.6321364690001
"192",2000-07-10,10.1748502328464,-32.822215862177
"193",2000-07-11,11.2026059723557,-33.9091736753235
"194",2000-07-12,11.1009968020483,-33.0272174751214
"195",2000-07-13,11.9015214052163,-31.8795119468549
"196",2000-07-14,11.9010620961059,-32.3688356437115
"197",2000-07-15,11.8569556577398,-32.7458328063276
"198",2000-07-16,11.7142348005096,-32.4535995591195
"199",2000-07-17,9.78010749865618,-30.6777115763833
"200",2000-07-18,10.6613657021221,-31.9330127005193
"201",2000-07-19,9.05472724235142,-33.5669273928082
"202",2000-07-20,9.25832537863824,-34.7228454944829
"203",2000-07-21,9.29750299201276,-35.1966031831176
"204",2000-07-22,9.86003993982602,-37.6207731200813
"205",2000-07-23,9.22638912912584,-37.4864728936467
"206",2000-07-24,9.83765943548303,-38.058767742461
"207",2000-07-25,10.4546420148145,-37.0282388601972
"208",2000-07-26,10.0560205103818,-35.8305629317395
"209",2000-07-27,9.27044440730404,-37.9997786106688
"210",2000-07-28,9.44632022862583,-37.347332637448
"211",2000-07-29,10.398986661007,-35.7924268060193
"212",2000-07-30,11.2912010060987,-35.9901024273689
"213",2000-07-31,12.6395451891315,-37.0164669096081
"214",2000-08-01,11.5267605843555,-36.7536313023451
"215",2000-08-02,12.2081007901566,-35.6788645896448
"216",2000-08-03,13.3352488506541,-34.3030168742918
"217",2000-08-04,13.4588273572732,-35.7461250725889
"218",2000-08-05,14.5184382240543,-35.8050956903204
"219",2000-08-06,13.656434755418,-34.7028699941872
"220",2000-08-07,12.9922603311936,-34.4767887892782
"221",2000-08-08,12.1590979624781,-35.0012743850669
"222",2000-08-09,11.5949010998196,-34.4480079258366
"223",2000-08-10,13.3493822798923,-36.5002990701532
"224",2000-08-11,13.9963769700559,-36.9514796103939
"225",2000-08-12,13.4405518463677,-36.1859890694421
"226",2000-08-13,13.9506630780366,-37.2434794254687
"227",2000-08-14,14.9867555939398,-37.4741390983782
"228",2000-08-15,13.6206103110835,-37.3724094402023
"229",2000-08-16,16.3664424597953,-38.1197268219332
"230",2000-08-17,15.5547002797142,-39.2628748801674
"231",2000-08-18,15.3440536894175,-38.3785283563941
"232",2000-08-19,15.1552026555779,-38.1657551108682
"233",2000-08-20,12.3354156184318,-37.7225559957004
"234",2000-08-21,11.9254480309868,-37.9998809474961
"235",2000-08-22,13.5050083133991,-36.9576538961287
"236",2000-08-23,12.7594486592454,-36.1911076816491
"237",2000-08-24,12.0123090572482,-35.2988254907068
"238",2000-08-25,11.6873812448388,-34.5116270473697
"239",2000-08-26,9.59323081063249,-33.4454352657048
"240",2000-08-27,10.264046124093,-33.7728474626993
"241",2000-08-28,9.31235937096087,-32.4535017855701
"242",2000-08-29,10.8102060633117,-32.3458203719338
"243",2000-08-30,10.6157597165623,-31.9852709644581
"244",2000-08-31,9.05797089444792,-31.4622938610237
"245",2000-09-01,8.62905716399867,-31.0752878934132
"246",2000-09-02,9.16311958166436,-32.6480500326954
"247",2000-09-03,7.0190718039209,-34.1299223514207
"248",2000-09-04,7.41894648292649,-34.5407676611376
"249",2000-09-05,7.84122294879597,-35.6927121440119
"250",2000-09-06,9.87053279443313,-35.789981931514
"251",2000-09-07,10.3771210182427,-35.5931936846466
"252",2000-09-08,9.94412224893566,-34.1462287595434
"253",2000-09-09,10.2068579216805,-35.0085508299751
"254",2000-09-10,8.95997485208346,-34.8560893624632
"255",2000-09-11,9.68318138887369,-35.5452504503471
"256",2000-09-12,9.16503649755059,-36.7028198968779
"257",2000-09-13,9.39184915957498,-37.2064977109292
"258",2000-09-14,8.9024263274215,-36.5743049569854
"259",2000-09-15,7.60710194328756,-36.3277673882931
"260",2000-09-16,8.4533195807574,-38.3742005960678
"261",2000-09-17,9.02870852189688,-37.4967745796064
"262",2000-09-18,9.79948517459858,-38.039641557863
"263",2000-09-19,8.47040580099488,-39.5311041437605
"264",2000-09-20,9.21781694468034,-38.9574795793552
"265",2000-09-21,9.66247687828335,-38.0845789482108
"266",2000-09-22,10.9607214385739,-37.4951015672005
"267",2000-09-23,10.7104300718121,-35.656850744697
"268",2000-09-24,11.1830213877191,-35.0993371234071
"269",2000-09-25,10.3398657793781,-35.7078684942566
"270",2000-09-26,11.2824757154371,-37.7127432556425
"271",2000-09-27,9.08504959741673,-37.6863342197844
"272",2000-09-28,8.17621748645578,-37.3014703698814
"273",2000-09-29,7.58556294848707,-36.5304538549881
"274",2000-09-30,9.25158246957836,-35.2730986010773
"275",2000-10-01,10.8456555243072,-36.9495925167488
"276",2000-10-02,11.1044816348018,-38.5098970378477
"277",2000-10-03,10.9808274721181,-37.532195169123
"278",2000-10-04,10.4766223506669,-37.5921565497993
"279",2000-10-05,9.53282711507251,-37.2055510761332
"280",2000-10-06,7.77401997066786,-36.5092203421006
"281",2000-10-07,8.0359001707868,-35.8706145236835
"282",2000-10-08,7.71105639372797,-36.6027169348843
"283",2000-10-09,7.86831024957682,-36.7656966364096
"284",2000-10-10,9.51962786203383,-37.1325316951444
"285",2000-10-11,10.4981172494656,-37.6112664959901
"286",2000-10-12,11.3423098885548,-39.3531345218117
"287",2000-10-13,10.2890661647136,-38.890839447517
"288",2000-10-14,9.89958173694399,-37.6944303291992
"289",2000-10-15,9.71757604953032,-36.2585849828845
"290",2000-10-16,8.57682043875753,-34.3651623028795
"291",2000-10-17,8.61799655708421,-34.9311278904485
"292",2000-10-18,7.83218423062342,-35.2847670058891
"293",2000-10-19,8.57667849238653,-36.5720886289659
"294",2000-10-20,7.81456707352148,-34.303257780809
"295",2000-10-21,9.08199418039929,-35.1182801671473
"296",2000-10-22,7.94657027517083,-35.1407885029633
"297",2000-10-23,8.99510372526696,-34.7845773715603
"298",2000-10-24,8.92881795981986,-35.7687196655966
"299",2000-10-25,8.89925249995327,-36.6929622768315
"300",2000-10-26,9.45782841878678,-37.5708908724709
"301",2000-10-27,9.9232675366619,-36.8583680571216
"302",2000-10-28,10.9766067840826,-36.7418305849196
"303",2000-10-29,12.1583105646839,-35.9161084581678
"304",2000-10-30,10.5352666067551,-38.8021056389734
"305",2000-10-31,11.1257449630856,-37.4134801349542
"306",2000-11-01,11.47899020718,-37.6436441232973
"307",2000-11-02,9.55201389448229,-37.3522148729273
"308",2000-11-03,10.8789660949468,-36.3750571034689
"309",2000-11-04,11.7632281042947,-36.5225225221569
"310",2000-11-05,12.4418667302834,-35.7281499559358
"311",2000-11-06,11.8161117242939,-36.0536177661938
"312",2000-11-07,13.0646520583448,-35.6329730708012
"313",2000-11-08,11.8273019776276,-37.0348893592041
"314",2000-11-09,11.7562929684013,-37.3137920784024
"315",2000-11-10,12.7520682775294,-36.4974950779762
"316",2000-11-11,12.340253511062,-35.3495820235945
"317",2000-11-12,12.6778524793225,-33.6807264446665
"318",2000-11-13,13.4888159072082,-34.9006077975208
"319",2000-11-14,14.9172173901714,-35.6333180832673
"320",2000-11-15,13.8332345097833,-36.7355366848834
"321",2000-11-16,13.9464435368451,-36.8284644101472
"322",2000-11-17,12.9934703444394,-36.5697556060486
"323",2000-11-18,12.678745723583,-36.5013725827015
"324",2000-11-19,12.783243638258,-36.8115328495446
"325",2000-11-20,11.8599455987612,-36.6402114453488
"326",2000-11-21,11.3658109899375,-35.5113037607593
"327",2000-11-22,13.2227240943352,-35.2200694532997
"328",2000-11-23,13.6270882365056,-34.5605832075977
"329",2000-11-24,14.2846596128301,-34.6411662126123
"330",2000-11-25,14.925322119219,-34.2649843409773
"331",2000-11-26,14.2531269602408,-33.1666780685624
"332",2000-11-27,14.0603109534773,-34.9637263840965
"333",2000-11-28,14.4753096946497,-34.444864424158
"334",2000-11-29,14.5577981863363,-33.9323323442533
"335",2000-11-30,16.5950481855556,-33.9814919597186
"336",2000-12-01,15.4470578423253,-33.8500160254988
"337",2000-12-02,13.4966487572596,-33.4574548080659
"338",2000-12-03,13.2502813278608,-34.9177786390859
"339",2000-12-04,13.1867553106172,-34.4835676660072
"340",2000-12-05,13.0857660147257,-33.5169736668598
"341",2000-12-06,12.0902695330797,-34.1780777303864
"342",2000-12-07,12.8145741569555,-33.5966628233936
"343",2000-12-08,13.855871481385,-33.1847801633243
"344",2000-12-09,14.3168128649262,-33.3829548976523
"345",2000-12-10,13.5613681932741,-32.2447109650961
"346",2000-12-11,14.3636476420943,-32.4588459880761
"347",2000-12-12,14.8801912486139,-34.2185224738301
"348",2000-12-13,14.786757706688,-34.4698747769094
"349",2000-12-14,14.9468576891082,-34.305010058413
"350",2000-12-15,14.7475584253855,-35.4384984019494
"351",2000-12-16,12.477227066376,-34.7903042085075
"352",2000-12-17,12.317826548852,-36.1661204879057
"353",2000-12-18,12.8514020281134,-34.3212196710277
"354",2000-12-19,12.240465249791,-35.643264118113
"355",2000-12-20,10.8167578623318,-33.4016007498272
"356",2000-12-21,13.3648421530751,-32.0966072586953
"357",2000-12-22,13.2851357865314,-31.5054963730575
"358",2000-12-23,14.7127151904901,-33.5358622759141
"359",2000-12-24,14.9173226932293,-32.9779806209789
"360",2000-12-25,15.3304054978252,-32.6798060205058
"361",2000-12-26,15.5125616279758,-33.4029822616083
"362",2000-12-27,16.0931076150797,-33.4190486926695
"363",2000-12-28,16.0580586246763,-33.6794104175629
"364",2000-12-29,15.242643285192,-34.4830535820692
"365",2000-12-30,15.2752304297099,-35.808484309844
"366",2000-12-31,15.8077810296642,-36.6584003132278
"367",2001-01-01,13.9779271818023,-36.5625729158191
"368",2001-01-02,13.5338954842298,-36.8689078070778
"369",2001-01-03,16.0518752590945,-35.3388206425338
"370",2001-01-04,16.1996960280518,-34.9175891529138
"371",2001-01-05,15.9195717174439,-34.1027675335695
"372",2001-01-06,16.795221942856,-34.8613258661558
"373",2001-01-07,16.759656200723,-35.731627222764
"374",2001-01-08,16.3100053627862,-36.2740190300541
"375",2001-01-09,16.8791826670108,-36.0952754900888
"376",2001-01-10,16.2754664507329,-35.4637773505477
"377",2001-01-11,16.6293958688724,-35.5542896358211
"378",2001-01-12,16.4762513788813,-35.8679557497944
"379",2001-01-13,16.681596645456,-34.9821568769875
"380",2001-01-14,17.5270705885779,-34.5685925781968
"381",2001-01-15,16.5386387140558,-33.4527383203411
"382",2001-01-16,15.6429802856626,-33.2289483110029
"383",2001-01-17,16.5582071020471,-33.666582081005
"384",2001-01-18,16.8074026730599,-36.0666903447021
"385",2001-01-19,16.157221921675,-35.3006295623308
"386",2001-01-20,15.0903499345189,-34.4004562578026
"387",2001-01-21,15.0349482348362,-33.9144116991803
"388",2001-01-22,15.2673503790405,-35.0675046095018
"389",2001-01-23,15.9747741872481,-33.5335839500317
"390",2001-01-24,15.5318130931745,-32.2564216427347
"391",2001-01-25,14.67340703899,-31.4765933376203
"392",2001-01-26,14.2966714699875,-30.2464838021768
"393",2001-01-27,14.7879311279029,-30.2269033334481
"394",2001-01-28,14.4145610981924,-28.6585038247952
"395",2001-01-29,12.8895474855964,-29.9941981138883
"396",2001-01-30,14.0370261262079,-30.5050244273816
"397",2001-01-31,14.1429519446887,-31.0419853926069
"398",2001-02-01,13.601401806625,-31.7241285704549
"399",2001-02-02,13.7117353809841,-32.7393607005859
"400",2001-02-03,13.0995797121427,-33.3769590707592
"401",2001-02-04,12.7060814704958,-34.2984395122516
"402",2001-02-05,14.8797849607538,-33.0789970117041
"403",2001-02-06,15.8129387483249,-33.4705307271136
"404",2001-02-07,14.730911364724,-33.3228052866321
"405",2001-02-08,13.4739264947576,-33.5279988524287
"406",2001-02-09,13.4126426897552,-34.2505197882993
"407",2001-02-10,12.7788703844124,-34.6741548160204
"408",2001-02-11,12.0500537799103,-34.1291920734538
"409",2001-02-12,12.2674049201098,-34.7985675256184
"410",2001-02-13,10.7573306398462,-35.0784800474128
"411",2001-02-14,9.85113847147123,-34.6832729075021
"412",2001-02-15,10.1190996597609,-34.8371028923314
"413",2001-02-16,10.4769940351511,-35.3392952701209
"414",2001-02-17,9.79646421426946,-35.6352731680564
"415",2001-02-18,9.48179963037939,-35.5213219519904
"416",2001-02-19,8.70233724618499,-37.7719547225638
"417",2001-02-20,8.4957306466543,-36.5294945602991
"418",2001-02-21,9.04655848912624,-38.7507104249071
"419",2001-02-22,9.66287061560718,-39.0549581078471
"420",2001-02-23,8.69796047980872,-39.970825973761
"421",2001-02-24,10.6227373636589,-39.0260081438376
"422",2001-02-25,9.3168175637265,-37.7983709637295
"423",2001-02-26,8.61715132148432,-37.9233896412876
"424",2001-02-27,6.81502537094747,-37.4159922455607
"425",2001-02-28,8.49219044144364,-37.3975906330895
"426",2001-03-01,9.0315040637836,-36.014314546201
"427",2001-03-02,8.89271150139586,-36.1798343349126
"428",2001-03-03,9.86434067446271,-35.8427759277127
"429",2001-03-04,10.7112337008168,-35.8900923518389
"430",2001-03-05,11.1511623954435,-36.3762214161132
"431",2001-03-06,11.1750997925276,-36.9494162635772
"432",2001-03-07,10.4765442486563,-36.0206609740727
"433",2001-03-08,9.70731867212842,-36.2205255693789
"434",2001-03-09,10.2820043294674,-34.0009326074372
"435",2001-03-10,11.6702152098993,-34.2814199230079
"436",2001-03-11,10.8868636947333,-33.7975696658243
"437",2001-03-12,11.7987087933627,-33.7126959882421
"438",2001-03-13,11.1547628137663,-34.622123513104
"439",2001-03-14,12.3252432277039,-34.8088168976664
"440",2001-03-15,13.851525237294,-34.2329311897422
"441",2001-03-16,13.7894473632862,-33.690614598303
"442",2001-03-17,15.4822492225534,-33.0568322191949
"443",2001-03-18,15.2174054280955,-34.4825284085273
"444",2001-03-19,15.1726833089805,-33.3801839137629
"445",2001-03-20,14.5936033733473,-34.3865154700958
"446",2001-03-21,14.325407727805,-33.9584475375759
"447",2001-03-22,15.7036617341692,-33.2377554245822
"448",2001-03-23,15.7660488773497,-32.6202365945466
"449",2001-03-24,14.6776074114965,-31.8099738810749
"450",2001-03-25,15.5566037655595,-31.8861499625854
"451",2001-03-26,14.5993856794846,-32.5592977810111
"452",2001-03-27,13.9964110061062,-32.1901434057698
"453",2001-03-28,13.7313116248883,-31.2488185202269
"454",2001-03-29,12.2697652004156,-30.9371391341905
"455",2001-03-30,12.5100470953872,-32.56641148994
"456",2001-03-31,12.5566536036255,-33.335496623068
"457",2001-04-01,13.402713789342,-34.3658586709029
"458",2001-04-02,13.7068825131146,-36.5387845102015
"459",2001-04-03,13.8971392747876,-35.699253418041
"460",2001-04-04,14.2758243444732,-34.3449647352528
"461",2001-04-05,13.5464179162193,-33.7036183833992
"462",2001-04-06,12.9335510993163,-33.2775572607493
"463",2001-04-07,13.3152270237134,-34.7289327030499
"464",2001-04-08,12.3584924061523,-33.6702739367534
"465",2001-04-09,12.6084573949179,-34.4115688926446
"466",2001-04-10,11.7044842961659,-35.2566165861645
"467",2001-04-11,11.0118761327652,-32.9407700863262
"468",2001-04-12,12.1724606420026,-33.437971215214
"469",2001-04-13,11.3485561154829,-33.8075416452466
"470",2001-04-14,10.6397676004095,-34.6343784431035
"471",2001-04-15,11.601985223332,-33.3821442044578
"472",2001-04-16,11.1642172827905,-32.7019360719069
"473",2001-04-17,9.94117668203576,-33.0626770965913
"474",2001-04-18,9.18870886000105,-31.8151376503614
"475",2001-04-19,8.63836187836714,-32.1644867925564
"476",2001-04-20,9.8527957010964,-31.6560519929886
"477",2001-04-21,9.8911982945561,-30.973451754547
"478",2001-04-22,10.3447448455867,-28.5988097830789
"479",2001-04-23,9.68809462788091,-29.9483758869258
"480",2001-04-24,10.4955726843682,-30.5300961517681
"481",2001-04-25,10.9446753382126,-29.4987790525603
"482",2001-04-26,11.3654782473176,-31.6456462960481
"483",2001-04-27,11.9147091116992,-31.7751163055433
"484",2001-04-28,11.3664578493475,-30.890834673087
"485",2001-04-29,11.0867462449225,-30.2010222477881
"486",2001-04-30,10.8804645024926,-29.7109297618722
"487",2001-05-01,10.6290626597355,-28.8792433690994
"488",2001-05-02,10.1649183163517,-27.8424827353662
"489",2001-05-03,9.38865640179412,-27.857112746033
"490",2001-05-04,9.25009848231826,-27.3015506727913
"491",2001-05-05,10.6128142519651,-27.2086720164014
"492",2001-05-06,9.87293771443751,-26.8797509064274
"493",2001-05-07,11.4498204765934,-26.8007403910294
"494",2001-05-08,11.8273408328955,-26.0430437212291
"495",2001-05-09,11.9478432284357,-23.7241479322107
"496",2001-05-10,12.1309825988126,-23.1110547167096
"497",2001-05-11,12.949518128695,-22.1063448703423
"498",2001-05-12,14.1502844123265,-22.9414139410063
"499",2001-05-13,16.3032479895298,-23.1433766164769
"500",2001-05-14,16.7461341127992,-23.5609550631921
"501",2001-05-15,16.9989404352178,-23.5170074311918
"502",2001-05-16,16.3317871809985,-25.6926070730975
"503",2001-05-17,15.7454915431285,-26.4147258693188
"504",2001-05-18,15.7773210602121,-25.8978999910716
"505",2001-05-19,15.2198784575781,-24.9133461582056
"506",2001-05-20,15.3054756496011,-24.4007301589374
"507",2001-05-21,15.7109628098743,-24.6788828781588
"508",2001-05-22,15.6109414049568,-24.9911453416564
"509",2001-05-23,14.562729526469,-25.6584056161946
"510",2001-05-24,15.2020684485221,-24.2147075845304
"511",2001-05-25,15.4025320290338,-25.0422951989166
"512",2001-05-26,17.3777195796334,-25.7034092890722
"513",2001-05-27,17.9035273604188,-26.0270620002024
"514",2001-05-28,16.3770725184567,-25.2578536866749
"515",2001-05-29,17.7474316573302,-26.2356839009793
"516",2001-05-30,17.1254350246036,-26.1328574931349
"517",2001-05-31,17.8613033686319,-24.2822963284674
